pmt_id,txn_ref,pmt_method,pmt_status,pmt_amt_pence,processed_at,_batched_at
900319,500570,card,pending,27210,2025-09-13 03:26:00,2026-08-10 18:00:00
900320,500324,direct_debit,completed,23463,2026-02-26 16:55:00,2026-08-10 16:00:00
900321,500164,direct_debit,failed,31325,2026-05-25 08:19:00,2026-08-10 19:00:00
900322,500455,card,completed,41685,2025-07-08 01:07:00,2026-08-10 16:00:00
900323,500211,standing_order,completed,568,2026-07-25 16:08:00,2026-08-10 21:00:00
900324,500156,bank_transfer,pending,44763,2026-02-10 03:11:00,2026-08-10 12:00:00
900325,500438,standing_order,completed,34358,2026-02-11 17:09:00,2026-08-10 14:00:00
900326,500141,standing_order,completed,17482,2026-08-07 15:33:00,2026-08-10 12:00:00
900327,500437,standing_order,completed,6535,2025-09-09 03:15:00,2026-08-10 21:00:00
900328,500556,card,completed,29660,2025-12-29 11:13:00,2026-08-10 23:00:00
900329,500055,direct_debit,completed,3411,2026-07-17 23:50:00,2026-08-10 18:00:00
900330,500303,bank_transfer,completed,32682,2025-08-14 07:16:00,2026-08-10 14:00:00
900331,500284,direct_debit,refunded,15494,2025-09-25 15:14:00,2026-08-10 19:00:00
900332,500014,card,completed,3364,2025-09-08 13:43:00,2026-08-10 15:00:00
900333,500575,card,failed,25867,2026-07-03 05:57:00,2026-08-10 17:00:00
900334,500360,standing_order,completed,19274,2026-06-24 00:47:00,2026-08-10 14:00:00
900335,500314,card,pending,12957,2026-02-05 23:29:00,2026-08-10 18:00:00
900336,500266,direct_debit,pending,14602,2026-07-01 08:59:00,2026-08-10 17:00:00
900337,500574,standing_order,completed,32812,2025-12-03 17:39:00,2026-08-10 23:00:00
900338,500184,bank_transfer,completed,4673,2026-07-10 19:57:00,2026-08-10 19:00:00
900339,500041,card,COMPLETED,21461,2025-09-27 13:23:00,2026-08-10 12:00:00
900340,500245,standing_order,refunded,35336,2026-07-25 21:16:00,2026-08-10 16:00:00
900341,500069,direct_debit,refunded,30881,2025-09-25 02:51:00,2026-08-10 12:00:00
900342,500258,standing_order,COMPLETED,25875,2025-09-19 20:22:00,2026-08-10 14:00:00
900343,500241,direct_debit,COMPLETED,11941,2025-10-27 05:23:00,2026-08-10 19:00:00
900344,500429,bank_transfer,completed,9892,2026-02-16 15:17:00,2026-08-10 14:00:00
900345,500509,card,completed,13411,2026-01-31 12:52:00,2026-08-10 17:00:00
900346,500535,standing_order,COMPLETED,36493,2025-09-01 11:08:00,2026-08-10 15:00:00
900347,500100,direct_debit,COMPLETED,41323,2026-07-10 00:45:00,2026-08-10 21:00:00
900348,500126,bank_transfer,failed,3781,2026-06-07 11:28:00,2026-08-10 16:00:00
900349,500122,bank_transfer,refunded,36302,2025-10-21 18:31:00,2026-08-10 14:00:00
900350,500571,standing_order,failed,29822,2026-03-17 11:20:00,2026-08-10 12:00:00
900351,500042,direct_debit,completed,7648,2025-11-27 16:33:00,2026-08-10 23:00:00
900352,500050,bank_transfer,completed,40361,2026-01-04 02:11:00,2026-08-10 13:00:00
900353,500424,card,pending,3993,2026-05-20 09:52:00,2026-08-10 13:00:00
900354,500009,standing_order,COMPLETED,40093,2025-08-28 07:50:00,2026-08-10 16:00:00
900355,500501,card,completed,43476,2026-02-07 12:15:00,2026-08-10 19:00:00
900356,500315,card,failed,22853,2026-08-10 02:59:00,2026-08-10 12:00:00
900357,500004,standing_order,failed,21682,2025-09-27 00:35:00,2026-08-10 17:00:00
900358,500237,standing_order,pending,40794,2026-03-10 09:35:00,2026-08-10 22:00:00
900359,500566,card,refunded,35218,2025-11-18 19:38:00,2026-08-10 19:00:00
900360,500302,card,COMPLETED,43276,2025-10-02 01:57:00,2026-08-10 18:00:00
900361,500413,direct_debit,completed,27732,2025-08-22 14:20:00,2026-08-10 21:00:00
900362,500191,bank_transfer,completed,39326,2026-07-08 03:22:00,2026-08-10 17:00:00
900363,500172,card,completed,31440,2025-09-04 18:49:00,2026-08-10 19:00:00
900364,500513,card,failed,5643,2026-06-06 11:30:00,2026-08-10 20:00:00
900365,500194,card,failed,27253,2026-03-10 19:18:00,2026-08-10 21:00:00
900366,500053,bank_transfer,refunded,14248,2025-09-23 21:55:00,2026-08-10 18:00:00
900367,500569,bank_transfer,pending,34006,2026-03-31 12:33:00,2026-08-10 12:00:00
900368,500352,card,failed,27652,2026-08-12 21:36:00,2026-08-10 14:00:00
900369,500113,direct_debit,completed,8422,2025-10-05 00:10:00,2026-08-10 21:00:00
900370,500503,bank_transfer,completed,10709,2026-04-11 17:52:00,2026-08-10 16:00:00
900371,500158,bank_transfer,COMPLETED,18071,2025-12-10 17:25:00,2026-08-10 22:00:00
900372,500253,direct_debit,failed,28092,2026-05-14 10:50:00,2026-08-10 20:00:00
900373,500449,card,completed,37547,2026-06-13 13:25:00,2026-08-10 16:00:00
900374,500084,card,refunded,41092,2026-01-31 05:50:00,2026-08-10 21:00:00
900375,500411,standing_order,completed,1443,2026-07-17 05:54:00,2026-08-10 19:00:00
900376,500118,direct_debit,refunded,32341,2025-12-27 16:21:00,2026-08-10 16:00:00
900377,500064,bank_transfer,COMPLETED,34488,2026-06-20 11:33:00,2026-08-10 12:00:00
900378,500110,card,pending,28075,2025-09-08 05:41:00,2026-08-10 22:00:00
900379,500300,direct_debit,refunded,44783,2025-10-15 08:12:00,2026-08-10 12:00:00
900380,500325,direct_debit,completed,11544,2026-07-16 21:41:00,2026-08-10 21:00:00
900381,999901,card,completed,7376,2026-08-02 00:00:00,2026-08-10 22:00:00
900382,999902,card,completed,14420,2026-06-27 00:00:00,2026-08-10 22:00:00
900383,999903,card,completed,3047,2026-08-09 00:00:00,2026-08-10 16:00:00
