txn_id,acct_no,txn_amt_pence,txn_ccy,txn_type,txn_ts,merchant_nm,mcc_code,_loaded_at
500266,1022,-14602,GBP,direct_debit,2026-06-29 05:59:00,Uber,5544,2026-08-10 19:00:00
500267,1029,-37220,USD,transfer_out,2025-11-08 14:50:00,,,2026-08-10 16:00:00
500268,1071,-35743,GBP,card_purchase,2025-11-22 20:24:00,Netflix,7631,2026-08-10 23:00:00
500269,1098,-28012,EUR,card_purchase,2025-08-07 09:26:00,Amazon UK,6424,2026-08-10 19:00:00
500270,1112,-5850,USD,card_purchase,2026-07-25 09:44:00,TfL,5891,2026-08-10 20:00:00
500271,1027,-40144,EUR,card_purchase,2025-07-29 05:16:00,John Lewis,7164,2026-08-10 21:00:00
500272,1079,-4040,USD,card_purchase,2026-05-31 17:08:00,Boots,6847,2026-08-10 19:00:00
500273,1077,19328,USD,refund,2025-11-08 18:40:00,Uber,7756,2026-08-10 19:00:00
500274,1122,-27124,EUR,card_purchase,2025-11-20 02:08:00,Tesco,6546,2026-08-10 21:00:00
500275,1090,-16373,GBP,transfer_out,2026-06-04 16:51:00,,,2026-08-10 17:00:00
500276,1063,-27296,GBP,card_purchase,2026-05-30 05:20:00,Sainsburys,7262,2026-08-10 22:00:00
500277,1082,-18383,GBP,card_purchase,2025-07-13 21:35:00,Spotify,6922,2026-08-10 16:00:00
500278,1122,-6254,EUR,card_purchase,2025-12-04 13:23:00,Spotify,7288,2026-08-10 18:00:00
500279,1109,-28307,GBP,card_purchase,2026-07-09 06:35:00,Pret A Manger,7437,2026-08-10 19:00:00
500280,1042,37252,GBP,transfer_in,2026-03-18 13:25:00,,,2026-08-10 16:00:00
500281,1101,-6675,EUR,card_purchase,2026-02-16 02:12:00,John Lewis,7293,2026-08-10 23:00:00
500282,1016,-28186,GBP,card_purchase,2026-05-22 09:31:00,Pret A Manger,5951,2026-08-10 19:00:00
500283,1021,-5551,EUR,card_purchase,2026-03-23 21:19:00,Netflix,6088,2026-08-10 23:00:00
500284,1051,-15494,GBP,transfer_out,2025-09-24 14:14:00,,,2026-08-10 17:00:00
500285,1084,-31398,GBP,card_purchase,2026-06-25 01:54:00,Amazon UK,5954,2026-08-10 20:00:00
500286,1067,-22666,GBP,card_purchase,2025-08-27 10:00:00,Amazon UK,7140,2026-08-10 21:00:00
500287,1062,-6862,USD,card_purchase,2026-07-05 16:36:00,Amazon UK,6694,2026-08-10 18:00:00
500288,1113,-8875,EUR,transfer_out,2026-03-10 19:36:00,,,2026-08-10 21:00:00
500289,1009,10905,GBP,transfer_in,2025-11-12 06:00:00,,,2026-08-10 16:00:00
500290,1045,-27131,GBP,transfer_out,2025-08-06 17:20:00,,,2026-08-10 16:00:00
500291,1111,-8221,GBP,card_purchase,2026-04-21 21:03:00,Boots,6983,2026-08-10 18:00:00
500292,1055,-5671,GBP,card_purchase,2026-03-02 19:45:00,Pret A Manger,7677,2026-08-10 19:00:00
500293,1100,-19918,EUR,direct_debit,2025-08-22 23:06:00,Pret A Manger,7531,2026-08-10 20:00:00
500294,1096,-15835,USD,card_purchase,2026-01-22 14:19:00,TfL,6991,2026-08-10 22:00:00
500295,1031,-940,GBP,card_purchase,2025-11-28 03:22:00,Netflix,6707,2026-08-10 21:00:00
500296,1050,-11472,EUR,card_purchase,2025-10-23 10:37:00,TfL,5709,2026-08-10 23:00:00
500297,1076,-4112,GBP,card_purchase,2026-07-07 23:44:00,Sainsburys,7486,2026-08-10 19:00:00
500298,1081,-26513,GBP,card_purchase,2025-08-11 07:11:00,Amazon UK,7608,2026-08-10 21:00:00
500299,1036,-13466,GBP,card_purchase,2026-06-29 14:55:00,Shell,7608,2026-08-10 18:00:00
500300,1051,-44783,GBP,direct_debit,2025-10-14 03:12:00,John Lewis,5681,2026-08-10 19:00:00
500301,1090,-16172,GBP,card_purchase,2025-12-30 00:06:00,Amazon UK,7190,2026-08-10 22:00:00
500302,1059,-43276,EUR,card_purchase,2025-10-01 04:57:00,Spotify,6130,2026-08-10 22:00:00
500303,1002,-32682,EUR,card_purchase,2025-08-13 19:16:00,Netflix,7553,2026-08-10 19:00:00
500304,1022,-17763,GBP,transfer_out,2026-02-01 19:13:00,,,2026-08-10 22:00:00
500305,1099,-34481,GBP,card_purchase,2026-07-26 13:09:00,Amazon UK,6488,2026-08-10 22:00:00
500306,1064,-37301,GBP,card_purchase,2025-12-20 07:37:00,Shell,6917,2026-08-10 21:00:00
500307,1033,7708,GBP,transfer_in,2025-07-11 20:03:00,,,2026-08-10 20:00:00
500308,1095,-955,USD,direct_debit,2025-11-23 23:58:00,Pret A Manger,5599,2026-08-10 16:00:00
500309,1047,-2467,EUR,direct_debit,2026-01-26 19:49:00,Deliveroo,7128,2026-08-10 20:00:00
500310,1042,-17927,GBP,transfer_out,2026-04-05 10:02:00,,,2026-08-10 22:00:00
500311,1074,-3601,EUR,transfer_out,2026-02-01 20:28:00,,,2026-08-10 21:00:00
500312,1029,-30630,USD,card_purchase,2025-11-19 22:35:00,Uber,6683,2026-08-10 18:00:00
500313,1012,-19259,GBP,card_purchase,2025-10-31 10:00:00,Boots,6655,2026-08-10 20:00:00
500314,1060,12957,GBP,refund,2026-02-03 05:29:00,Spotify,7649,2026-08-10 20:00:00
500315,1020,-22853,GBP,card_purchase,2026-08-07 10:59:00,John Lewis,5450,2026-08-10 18:00:00
500316,1001,-20303,EUR,direct_debit,2025-07-18 02:36:00,Amazon UK,6251,2026-08-10 20:00:00
500317,1054,-6246,EUR,transfer_out,2025-12-02 22:51:00,,,2026-08-10 23:00:00
500318,1118,-24561,USD,transfer_out,2026-04-14 07:34:00,,,2026-08-10 16:00:00
500319,1096,-41910,USD,card_purchase,2026-06-28 05:54:00,Sainsburys,5717,2026-08-10 23:00:00
500320,1056,-20794,GBP,card_purchase,2025-09-05 19:45:00,Sainsburys,6747,2026-08-10 18:00:00
500321,1058,-9070,GBP,direct_debit,2026-03-24 16:56:00,Boots,5857,2026-08-10 21:00:00
500322,1014,-8062,USD,card_purchase,2026-05-18 09:31:00,Deliveroo,6878,2026-08-10 20:00:00
500323,1058,-6075,GBP,direct_debit,2026-03-06 09:44:00,Shell,6657,2026-08-10 23:00:00
500324,1028,-23463,EUR,transfer_out,2026-02-24 19:55:00,,,2026-08-10 17:00:00
500325,1066,-11544,USD,card_purchase,2026-07-16 02:41:00,Tesco,7067,2026-08-10 16:00:00
500326,1072,-6828,EUR,card_purchase,2025-07-23 06:45:00,Shell,5908,2026-08-10 23:00:00
500327,1008,-26402,EUR,card_purchase,2025-07-07 16:52:00,Netflix,7992,2026-08-10 22:00:00
500328,1075,-1578,GBP,direct_debit,2025-10-14 15:02:00,Amazon UK,6220,2026-08-10 16:00:00
500329,1104,-21878,EUR,direct_debit,2026-06-06 21:03:00,Amazon UK,5585,2026-08-10 16:00:00
500330,1007,-26036,EUR,direct_debit,2026-05-16 05:33:00,TfL,5531,2026-08-10 17:00:00
500331,1088,-12415,GBP,card_purchase,2026-01-04 18:38:00,Uber,6557,2026-08-10 16:00:00
500332,1114,16257,USD,transfer_in,2026-05-26 22:21:00,,,2026-08-10 19:00:00
500333,1064,-18485,GBP,card_purchase,2026-01-12 06:30:00,Sainsburys,5973,2026-08-10 17:00:00
500334,1026,35779,GBP,transfer_in,2025-09-15 07:45:00,,,2026-08-10 23:00:00
500335,1049,-31913,USD,card_purchase,2025-07-06 01:38:00,Netflix,7727,2026-08-10 18:00:00
500336,1050,-14503,EUR,card_purchase,2026-03-25 18:59:00,Tesco,6561,2026-08-10 23:00:00
500337,1104,-15404,EUR,transfer_out,2025-12-12 07:38:00,,,2026-08-10 21:00:00
500338,1013,-3814,USD,card_purchase,2026-04-06 02:45:00,Pret A Manger,7769,2026-08-10 17:00:00
500339,1046,23663,EUR,transfer_in,2026-05-14 18:45:00,,,2026-08-10 23:00:00
500340,1091,37053,GBP,transfer_in,2025-08-17 12:24:00,,,2026-08-10 20:00:00
500341,1108,-2637,USD,card_purchase,2025-12-01 06:41:00,Amazon UK,5641,2026-08-10 20:00:00
500342,1078,-21890,EUR,card_purchase,2026-04-20 23:27:00,Boots,6236,2026-08-10 21:00:00
500343,1044,-21356,GBP,direct_debit,2025-08-08 18:02:00,Tesco,5500,2026-08-10 21:00:00
500344,1076,-34641,GBP,card_purchase,2025-08-15 19:11:00,Netflix,5708,2026-08-10 18:00:00
500345,1091,-19926,GBP,card_purchase,2025-09-05 11:23:00,Netflix,5969,2026-08-10 21:00:00
500346,1094,11566,GBP,transfer_in,2025-12-30 03:29:00,,,2026-08-10 18:00:00
500347,1029,-20257,USD,card_purchase,2025-09-04 05:08:00,Spotify,6617,2026-08-10 21:00:00
500348,1023,-25813,USD,direct_debit,2025-08-02 23:16:00,Boots,5543,2026-08-10 21:00:00
500349,1078,6972,EUR,transfer_in,2026-03-01 04:46:00,,,2026-08-10 16:00:00
500350,1019,-21089,GBP,card_purchase,2026-02-22 00:56:00,Shell,5774,2026-08-10 18:00:00
500351,1058,-4592,GBP,card_purchase,2026-08-05 15:47:00,Netflix,6462,2026-08-10 22:00:00
500352,1093,-27652,USD,card_purchase,2026-08-10 22:36:00,Shell,7106,2026-08-10 16:00:00
500353,1113,-31573,EUR,card_purchase,2026-01-29 12:26:00,Boots,6334,2026-08-10 21:00:00
500354,1058,-17263,GBP,card_purchase,2026-07-04 22:42:00,Amazon UK,5714,2026-08-10 18:00:00
500355,1022,-6251,GBP,card_purchase,2026-01-30 18:14:00,Netflix,7844,2026-08-10 16:00:00
500356,1091,-28605,GBP,card_purchase,2026-07-26 10:19:00,Shell,5630,2026-08-10 22:00:00
500357,1043,-35547,GBP,transfer_out,2026-04-27 17:34:00,,,2026-08-10 19:00:00
500358,1085,-25899,GBP,card_purchase,2026-03-19 14:45:00,Boots,7662,2026-08-10 16:00:00
500359,1020,-19453,GBP,card_purchase,2026-07-14 13:00:00,John Lewis,7971,2026-08-10 16:00:00
500360,1026,-19274,GBP,card_purchase,2026-06-22 23:47:00,Amazon UK,7350,2026-08-10 22:00:00
500361,1040,-17517,GBP,direct_debit,2026-01-19 08:29:00,Amazon UK,7639,2026-08-10 17:00:00
500362,1024,-3074,GBP,card_purchase,2026-02-02 11:37:00,Uber,7212,2026-08-10 16:00:00
500363,1034,-43893,GBP,card_purchase,2026-04-17 15:24:00,Amazon UK,5762,2026-08-10 18:00:00
500364,1104,36430,EUR,transfer_in,2025-11-06 10:12:00,,,2026-08-10 23:00:00
500365,1108,31268,USD,refund,2026-01-24 07:34:00,Boots,6376,2026-08-10 16:00:00
500366,1039,-2425,GBP,direct_debit,2026-07-01 11:03:00,Deliveroo,7750,2026-08-10 21:00:00
500367,1016,-11105,GBP,direct_debit,2025-07-19 09:49:00,Pret A Manger,6200,2026-08-10 21:00:00
500368,1006,-41255,GBP,card_purchase,2026-01-06 21:17:00,Shell,7848,2026-08-10 19:00:00
500369,1041,-26191,USD,card_purchase,2025-08-03 21:55:00,Deliveroo,6746,2026-08-10 19:00:00
500370,1067,-38657,GBP,transfer_out,2025-12-19 23:10:00,,,2026-08-10 17:00:00
500371,1015,38336,EUR,transfer_in,2026-01-10 19:51:00,,,2026-08-10 22:00:00
500372,1119,-18899,USD,card_purchase,2026-06-17 05:11:00,Deliveroo,6819,2026-08-10 17:00:00
500373,1034,31151,GBP,transfer_in,2026-01-26 03:29:00,,,2026-08-10 23:00:00
500374,1023,44767,USD,transfer_in,2026-03-22 11:51:00,,,2026-08-10 17:00:00
500375,1005,-31293,GBP,card_purchase,2026-01-20 13:16:00,Uber,6936,2026-08-10 23:00:00
500376,1044,-6586,GBP,direct_debit,2026-03-08 14:43:00,Pret A Manger,5961,2026-08-10 19:00:00
500377,1096,-39797,USD,transfer_out,2025-12-27 13:43:00,,,2026-08-10 22:00:00
500378,1025,-31899,EUR,direct_debit,2025-12-27 17:02:00,Deliveroo,6942,2026-08-10 23:00:00
500379,1066,-26586,USD,transfer_out,2026-05-21 21:41:00,,,2026-08-10 21:00:00
500380,1100,-13304,EUR,card_purchase,2025-11-15 05:59:00,Tesco,6432,2026-08-10 23:00:00
500381,1059,-24290,EUR,card_purchase,2026-07-16 12:15:00,TfL,7479,2026-08-10 17:00:00
500382,1082,-32183,GBP,card_purchase,2026-06-08 02:59:00,Boots,7238,2026-08-10 21:00:00
500383,1123,-10866,GBP,card_purchase,2025-12-11 05:25:00,Uber,5781,2026-08-10 19:00:00
500384,1004,-14195,GBP,direct_debit,2026-01-25 22:50:00,Pret A Manger,6333,2026-08-10 20:00:00
500385,1035,-44858,GBP,card_purchase,2025-09-11 10:28:00,Tesco,7352,2026-08-10 21:00:00
500386,1083,-16690,USD,card_purchase,2026-05-14 04:09:00,Boots,6662,2026-08-10 19:00:00
500387,1055,-30735,GBP,card_purchase,2026-01-30 12:31:00,Uber,7543,2026-08-10 17:00:00
500388,1075,24675,GBP,refund,2026-06-19 23:28:00,Deliveroo,7843,2026-08-10 19:00:00
500389,1039,-18269,GBP,card_purchase,2025-08-25 20:30:00,John Lewis,6742,2026-08-10 19:00:00
500390,1034,12494,GBP,transfer_in,2025-09-09 01:03:00,,,2026-08-10 21:00:00
500391,1067,-39473,GBP,card_purchase,2025-07-15 16:03:00,Sainsburys,6720,2026-08-10 21:00:00
500392,1093,17151,USD,refund,2026-07-28 03:29:00,Sainsburys,7068,2026-08-10 17:00:00
500393,1095,12596,USD,refund,2026-07-23 05:15:00,Netflix,6321,2026-08-10 16:00:00
500394,1117,-11290,GBP,card_purchase,2025-09-01 12:28:00,John Lewis,7697,2026-08-10 21:00:00
500395,1038,-36786,USD,transfer_out,2026-06-22 08:52:00,,,2026-08-10 21:00:00
500396,1122,-23433,EUR,card_purchase,2025-08-27 13:19:00,Pret A Manger,6668,2026-08-10 17:00:00
500397,1101,30543,EUR,transfer_in,2026-02-22 12:44:00,,,2026-08-10 22:00:00
500398,1061,40825,USD,transfer_in,2026-07-14 03:23:00,,,2026-08-10 22:00:00
500399,1061,-25163,USD,direct_debit,2026-05-03 07:53:00,Deliveroo,6633,2026-08-10 17:00:00
500400,1007,-37466,EUR,card_purchase,2026-05-25 19:48:00,TfL,5997,2026-08-10 18:00:00
500401,1111,-21949,GBP,card_purchase,2025-08-09 18:11:00,John Lewis,6135,2026-08-10 18:00:00
500402,1082,-11199,GBP,card_purchase,2026-07-12 23:32:00,Boots,6059,2026-08-10 16:00:00
500403,1101,41666,EUR,transfer_in,2025-07-16 21:52:00,,,2026-08-10 17:00:00
500404,1052,-35131,EUR,card_purchase,2026-01-03 08:36:00,Pret A Manger,6939,2026-08-10 23:00:00
500405,1115,-420,USD,card_purchase,2026-02-27 07:48:00,John Lewis,6430,2026-08-10 20:00:00
500406,1089,-33136,USD,card_purchase,2026-02-15 14:52:00,Boots,6664,2026-08-10 21:00:00
500407,1009,-34247,GBP,card_purchase,2026-07-18 14:42:00,Boots,7557,2026-08-10 18:00:00
500408,1056,32274,GBP,refund,2025-08-24 19:39:00,Netflix,6182,2026-08-10 21:00:00
500409,1122,-8748,EUR,card_purchase,2026-01-16 23:46:00,Pret A Manger,5500,2026-08-10 21:00:00
500410,1016,-24738,GBP,direct_debit,2026-02-04 01:19:00,John Lewis,6458,2026-08-10 23:00:00
500411,1077,1443,USD,transfer_in,2026-07-17 02:54:00,,,2026-08-10 23:00:00
500412,1089,-36016,USD,card_purchase,2026-06-12 10:32:00,Uber,7354,2026-08-10 21:00:00
500413,1027,-27732,EUR,card_purchase,2025-08-20 02:20:00,John Lewis,5824,2026-08-10 19:00:00
500414,1080,-7025,GBP,card_purchase,2025-10-04 01:52:00,Deliveroo,7941,2026-08-10 22:00:00
500415,1037,-13240,GBP,card_purchase,2026-06-13 20:29:00,Uber,7553,2026-08-10 20:00:00
500416,1046,-36072,EUR,card_purchase,2025-08-15 10:42:00,TfL,6261,2026-08-10 16:00:00
500417,1043,-7387,GBP,transfer_out,2026-04-13 00:00:00,,,2026-08-10 16:00:00
500418,1020,-6788,GBP,transfer_out,2026-06-25 07:56:00,,,2026-08-10 19:00:00
500419,1083,-3432,USD,card_purchase,2026-04-14 09:42:00,Amazon UK,6126,2026-08-10 23:00:00
500420,1110,-28068,EUR,transfer_out,2026-03-15 12:09:00,,,2026-08-10 22:00:00
500421,1013,-43623,USD,direct_debit,2025-07-18 23:00:00,John Lewis,6109,2026-08-10 18:00:00
500422,1046,-6241,EUR,direct_debit,2025-12-29 04:43:00,Netflix,6814,2026-08-10 21:00:00
500423,1015,-25428,EUR,card_purchase,2026-01-17 11:31:00,Spotify,7369,2026-08-10 17:00:00
500424,1084,-3993,GBP,transfer_out,2026-05-17 20:52:00,,,2026-08-10 21:00:00
500425,1014,-44609,USD,direct_debit,2026-01-09 05:30:00,TfL,6153,2026-08-10 17:00:00
500426,1100,-8712,EUR,direct_debit,2026-02-08 04:59:00,TfL,7410,2026-08-10 22:00:00
500427,1114,-43074,USD,card_purchase,2026-01-12 09:58:00,Netflix,5461,2026-08-10 20:00:00
500428,1123,-40666,GBP,card_purchase,2025-09-02 13:27:00,Amazon UK,7183,2026-08-10 20:00:00
500429,1062,9892,USD,transfer_in,2026-02-14 02:17:00,,,2026-08-10 23:00:00
500430,1002,-32645,EUR,direct_debit,2025-09-15 18:28:00,Shell,5717,2026-08-10 16:00:00
500431,1042,-14745,GBP,card_purchase,2026-04-09 13:43:00,Deliveroo,6961,2026-08-10 17:00:00
500432,1105,-37704,GBP,card_purchase,2026-04-12 21:31:00,TfL,5771,2026-08-10 16:00:00
500433,1058,-1314,GBP,transfer_out,2026-03-02 20:29:00,,,2026-08-10 22:00:00
500434,1052,-6106,EUR,card_purchase,2026-01-11 22:25:00,Boots,7946,2026-08-10 19:00:00
500435,1114,30048,USD,transfer_in,2025-11-23 06:47:00,,,2026-08-10 18:00:00
500436,1047,-36860,EUR,card_purchase,2026-07-14 16:06:00,Boots,7868,2026-08-10 16:00:00
500437,1092,-6535,GBP,card_purchase,2025-09-08 12:15:00,John Lewis,6319,2026-08-10 23:00:00
500438,1044,-34358,GBP,card_purchase,2026-02-10 03:09:00,Netflix,5846,2026-08-10 23:00:00
500439,1115,-26968,USD,direct_debit,2026-05-18 08:52:00,Amazon UK,6452,2026-08-10 20:00:00
500440,1025,-12639,EUR,card_purchase,2026-06-10 11:47:00,Spotify,6795,2026-08-10 22:00:00
500441,1097,44199,USD,transfer_in,2026-01-10 22:01:00,,,2026-08-10 22:00:00
500442,1099,33193,GBP,transfer_in,2025-12-23 09:18:00,,,2026-08-10 21:00:00
500443,1064,-28514,GBP,card_purchase,2026-08-08 07:13:00,Boots,7389,2026-08-10 21:00:00
500444,1089,-6936,USD,direct_debit,2025-10-18 18:14:00,Sainsburys,7870,2026-08-10 18:00:00
500445,1065,-16418,GBP,direct_debit,2026-01-26 10:22:00,Uber,7040,2026-08-10 18:00:00
500446,1038,-33723,USD,card_purchase,2025-12-22 19:52:00,Uber,7654,2026-08-10 18:00:00
500447,1092,-13893,GBP,card_purchase,2025-07-29 06:20:00,Boots,6601,2026-08-10 18:00:00
500448,1118,11803,USD,transfer_in,2025-08-31 19:15:00,,,2026-08-10 18:00:00
500449,1091,-37547,GBP,card_purchase,2026-06-12 12:25:00,John Lewis,7120,2026-08-10 19:00:00
500450,1113,-25110,EUR,card_purchase,2026-01-06 23:27:00,Shell,5628,2026-08-10 23:00:00
500451,1026,-9746,GBP,transfer_out,2026-03-27 18:42:00,,,2026-08-10 23:00:00
500452,1089,-23656,USD,card_purchase,2026-03-12 17:12:00,TfL,5830,2026-08-10 20:00:00
500453,1096,-19000,USD,card_purchase,2025-09-13 06:36:00,Spotify,5603,2026-08-10 17:00:00
500454,1050,3675,EUR,refund,2026-01-09 02:40:00,Tesco,6440,2026-08-10 20:00:00
500455,1080,-41685,GBP,card_purchase,2025-07-07 09:07:00,Spotify,6917,2026-08-10 20:00:00
500456,1100,-44888,EUR,card_purchase,2025-08-04 17:42:00,Amazon UK,6176,2026-08-10 21:00:00
500457,1095,-18441,USD,card_purchase,2025-11-20 20:36:00,Deliveroo,6493,2026-08-10 21:00:00
500458,1021,-10295,EUR,card_purchase,2025-10-15 16:00:00,Tesco,6040,2026-08-10 18:00:00
500459,1077,-19886,USD,direct_debit,2026-07-15 03:21:00,TfL,7756,2026-08-10 18:00:00
500460,1010,-12200,GBP,card_purchase,2025-08-13 13:27:00,Deliveroo,5690,2026-08-10 21:00:00
500461,1054,-14646,EUR,card_purchase,2025-11-05 06:35:00,Pret A Manger,6770,2026-08-10 18:00:00
500462,1047,31270,EUR,transfer_in,2026-03-13 17:12:00,,,2026-08-10 23:00:00
500463,1015,-42241,EUR,card_purchase,2025-09-02 12:32:00,Boots,7955,2026-08-10 20:00:00
500464,1123,-7580,GBP,card_purchase,2026-07-21 02:04:00,Sainsburys,6461,2026-08-10 19:00:00
500465,1004,-29350,GBP,direct_debit,2025-11-19 12:28:00,TfL,5590,2026-08-10 19:00:00
500466,1115,-6438,USD,card_purchase,2025-09-11 17:40:00,Shell,7614,2026-08-10 23:00:00
500467,1081,14120,GBP,transfer_in,2026-07-08 17:18:00,,,2026-08-10 17:00:00
500468,1107,-28673,EUR,direct_debit,2026-06-18 17:26:00,John Lewis,5706,2026-08-10 21:00:00
500469,1004,-4950,GBP,card_purchase,2025-12-18 01:39:00,Tesco,6140,2026-08-10 19:00:00
500470,1072,-17100,EUR,card_purchase,2026-07-05 05:08:00,Sainsburys,7000,2026-08-10 16:00:00
500471,1081,-44275,GBP,card_purchase,2026-01-15 10:40:00,Amazon UK,7601,2026-08-10 23:00:00
500472,1083,-38528,USD,transfer_out,2025-08-07 04:56:00,,,2026-08-10 23:00:00
500473,1090,-19144,GBP,card_purchase,2026-07-04 12:01:00,John Lewis,6645,2026-08-10 22:00:00
500474,1037,-43451,GBP,card_purchase,2025-07-15 09:36:00,Tesco,7352,2026-08-10 21:00:00
500475,1069,-35914,GBP,card_purchase,2026-04-20 19:13:00,Uber,6001,2026-08-10 19:00:00
500476,1087,880,GBP,refund,2025-08-02 03:37:00,Deliveroo,7684,2026-08-10 21:00:00
500477,1016,35352,GBP,transfer_in,2026-07-20 23:24:00,,,2026-08-10 22:00:00
500478,1040,-22684,GBP,direct_debit,2026-04-25 00:13:00,Pret A Manger,7101,2026-08-10 21:00:00
500479,1021,-12885,EUR,direct_debit,2026-05-08 16:21:00,Amazon UK,6153,2026-08-10 23:00:00
500480,1109,4943,GBP,transfer_in,2025-07-22 06:31:00,,,2026-08-10 19:00:00
500481,1086,-38199,GBP,card_purchase,2026-07-07 15:54:00,TfL,6766,2026-08-10 18:00:00
500482,1017,-40750,EUR,card_purchase,2025-09-01 03:45:00,Amazon UK,6203,2026-08-10 18:00:00
500483,1063,38434,GBP,transfer_in,2025-12-23 13:21:00,,,2026-08-10 21:00:00
500484,1073,-28219,GBP,card_purchase,2025-10-24 12:09:00,Shell,5430,2026-08-10 18:00:00
500485,1032,18282,GBP,transfer_in,2026-04-19 01:13:00,,,2026-08-10 18:00:00
500486,1018,-30483,GBP,direct_debit,2025-08-28 00:39:00,TfL,6880,2026-08-10 19:00:00
500487,1063,5522,GBP,transfer_in,2025-11-01 20:49:00,,,2026-08-10 19:00:00
500488,1110,-41216,EUR,card_purchase,2026-05-31 06:48:00,Amazon UK,5719,2026-08-10 23:00:00
500489,1109,-38088,GBP,direct_debit,2025-11-24 03:59:00,Sainsburys,7827,2026-08-10 20:00:00
500490,1117,-35518,GBP,card_purchase,2026-07-23 06:44:00,TfL,6019,2026-08-10 18:00:00
500491,1051,-8924,GBP,direct_debit,2026-04-18 05:14:00,TfL,7463,2026-08-10 22:00:00
500492,1051,40391,GBP,transfer_in,2026-02-05 08:00:00,,,2026-08-10 21:00:00
500493,1097,-37266,USD,card_purchase,2025-11-20 19:32:00,Boots,6009,2026-08-10 16:00:00
500494,1121,-15337,GBP,transfer_out,2026-02-08 22:46:00,,,2026-08-10 22:00:00
500495,1034,34090,GBP,transfer_in,2026-02-02 16:58:00,,,2026-08-10 18:00:00
500496,1050,-42651,EUR,card_purchase,2025-12-13 09:04:00,Netflix,5833,2026-08-10 19:00:00
500497,1107,-11543,EUR,card_purchase,2025-07-27 15:23:00,Sainsburys,6961,2026-08-10 18:00:00
500498,1076,-14757,GBP,card_purchase,2025-09-10 21:27:00,Deliveroo,7073,2026-08-10 18:00:00
500499,1105,-39747,GBP,card_purchase,2026-02-15 08:10:00,Tesco,7466,2026-08-10 21:00:00
500500,1057,-18553,GBP,card_purchase,2026-05-18 16:56:00,Pret A Manger,6026,2026-08-10 21:00:00
500501,1021,-43476,EUR,direct_debit,2026-02-06 04:15:00,Pret A Manger,7109,2026-08-10 18:00:00
500502,1093,-13958,USD,card_purchase,2026-06-13 08:17:00,Boots,6071,2026-08-10 17:00:00
500503,1003,10709,GBP,transfer_in,2026-04-08 22:52:00,,,2026-08-10 21:00:00
500504,1081,3814,GBP,transfer_in,2025-11-21 22:03:00,,,2026-08-10 21:00:00
500505,1034,37086,GBP,transfer_in,2026-05-10 07:35:00,,,2026-08-10 23:00:00
500506,1113,-5769,EUR,direct_debit,2025-08-07 00:18:00,Pret A Manger,7250,2026-08-10 16:00:00
500507,1112,-39526,USD,direct_debit,2025-12-07 18:46:00,Shell,7797,2026-08-10 21:00:00
500508,1080,-22607,GBP,card_purchase,2025-09-07 07:44:00,TfL,7854,2026-08-10 22:00:00
500509,1030,-13411,EUR,card_purchase,2026-01-29 11:52:00,Deliveroo,7476,2026-08-10 17:00:00
500510,1106,-40438,GBP,card_purchase,2026-05-26 04:54:00,Boots,5570,2026-08-10 22:00:00
500511,1012,-35492,GBP,direct_debit,2025-12-07 02:52:00,Tesco,7178,2026-08-10 17:00:00
500512,1048,-31746,GBP,card_purchase,2026-07-19 01:27:00,Sainsburys,6846,2026-08-10 22:00:00
500513,1055,-5643,GBP,transfer_out,2026-06-03 15:30:00,,,2026-08-10 19:00:00
500514,1077,-616,USD,card_purchase,2025-11-05 10:44:00,Boots,7551,2026-08-10 22:00:00
500515,1067,-20852,GBP,card_purchase,2026-08-07 11:19:00,Sainsburys,6894,2026-08-10 22:00:00
500516,1020,-35284,GBP,card_purchase,2026-01-04 03:23:00,Sainsburys,7723,2026-08-10 18:00:00
500517,1079,-27231,USD,transfer_out,2026-03-22 02:35:00,,,2026-08-10 16:00:00
500518,1023,-20246,USD,card_purchase,2026-02-02 06:25:00,Boots,6821,2026-08-10 17:00:00
500519,1095,-29418,USD,transfer_out,2026-06-01 02:53:00,,,2026-08-10 21:00:00
500520,1013,-36232,USD,transfer_out,2026-04-23 07:35:00,,,2026-08-10 23:00:00
500521,1021,-9674,EUR,direct_debit,2026-01-23 04:00:00,TfL,7869,2026-08-10 17:00:00
500522,1012,-40063,GBP,card_purchase,2026-07-09 15:46:00,Tesco,6985,2026-08-10 17:00:00
500523,1079,-39305,USD,transfer_out,2025-09-09 07:42:00,,,2026-08-10 23:00:00
500524,1122,-851,EUR,card_purchase,2025-07-10 18:20:00,Pret A Manger,7533,2026-08-10 19:00:00
500525,1025,-15332,EUR,card_purchase,2026-07-24 04:28:00,Boots,6105,2026-08-10 23:00:00
500526,1047,5841,EUR,refund,2026-04-10 04:00:00,Uber,7047,2026-08-10 18:00:00
500527,1086,-1157,GBP,card_purchase,2026-01-20 11:23:00,Spotify,5692,2026-08-10 22:00:00
500528,1071,38353,GBP,transfer_in,2026-03-18 00:07:00,,,2026-08-10 18:00:00
500529,1045,29953,GBP,refund,2026-03-22 16:22:00,Sainsburys,7765,2026-08-10 23:00:00
500530,1034,-4893,GBP,card_purchase,2026-05-13 10:28:00,Deliveroo,6616,2026-08-10 18:00:00
500531,1122,-37826,EUR,direct_debit,2026-06-12 07:44:00,Uber,7224,2026-08-10 17:00:00
